Nome Completo,Endereço,Email,Data de Nascimento,CPF,Telefone
Yago Jesus,"Avenida de da Paz, 27, Mala E Cuia, 85992-603 da Mata de Ramos / AM",tazevedo@yahoo.com.br,1919-08-06,120.935.786-03,51 6504 6888
Emanuel da Rosa,"Residencial de da Rocha, 163, Califórnia, 30790-584 Rodrigues / PR",henriquejesus@monteiro.com,1933-11-05,794.210.368-40,+55 (081) 8934-9749
Lucca Rocha,"Vale de Mendes, 1, São Jorge 1ª Seção, 31816-949 Cunha de das Neves / TO",fpinto@farias.br,2000-10-08,541.798.603-84,(011) 3143-7906
Bruna Cavalcanti,"Fazenda Silveira, 322, Santo André, 99100-340 Gomes / MA",salesjoaquim@mendes.com,1919-03-23,907.421.835-05,+55 41 4488 0820
Enzo Gomes,"Viaduto Davi Lucca Mendes, 880, Cardoso, 44975142 Alves do Campo / PB",augusto32@yahoo.com.br,1945-04-24,214.768.539-91,41 8729 3227
Gustavo Henrique Almeida,"Vereda Lucca Teixeira, 989, Novo Ouro Preto, 94990-352 da Costa das Flores / SP",maria-juliarodrigues@ig.com.br,2014-03-02,894.362.107-87,(071) 6856-5202
Erick Alves,"Estação de Azevedo, 956, Conjunto Minas Caixa, 46694-857 Viana do Oeste / MS",caldeiraotavio@ig.com.br,2019-05-01,462.590.387-47,21 8700 5250
Beatriz Cunha,"Campo Maria Alice Santos, Vila Nova Cachoeirinha 2ª Seção, 51421-099 da Paz do Norte / SP",lsales@alves.net,1953-10-04,845.361.209-98,(071) 0070 1853
Alexandre Vieira,"Via de Pereira, 66, Maria Helena, 54445306 Azevedo / AC",luna57@hotmail.com,1950-02-14,567.894.120-85,+55 84 3369-0232
Dr. Bernardo Pereira,"Trecho da Cunha, 666, Petropolis, 33565687 Melo de Minas / DF",enrico51@vieira.net,1973-10-17,864.510.392-33,+55 31 9802-0012
Luna Farias,"Lagoa João Oliveira, 83, Vila Da Paz, 38027572 Araújo / ES",lcastro@da.br,2018-01-08,702.386.591-86,+55 21 9196 2213
Rebeca Rodrigues,"Travessa de Almeida, 965, Vila De Sá, 67131-785 Fernandes / SP",livia55@almeida.com,1997-03-19,150.369.274-43,+55 (061) 5267-8943
Milena Castro,"Praia de Rocha, 540, Novo São Lucas, 85108-325 Santos de Gonçalves / PR",zazevedo@porto.br,1953-10-03,821.059.463-05,+55 41 3083 1009
Ryan Duarte,"Residencial Luiz Otávio da Costa, 761, Cruzeiro, 46385940 Peixoto de Minas / SE",ana-luiza68@yahoo.com.br,1993-04-19,401.237.958-50,+55 (061) 3901 1031
Isadora da Cunha,"Viaduto João Vitor Rezende, 41, Conjunto São Francisco De Assis, 88391683 Ferreira Paulista / PR",da-matadanilo@yahoo.com.br,1964-09-22,875.396.214-19,+55 (081) 5398 7751
João Miguel Moraes,"Morro Mendes, 8, Havaí, 63855088 Martins de Sales / AC",leticia66@gmail.com,1965-01-25,671.098.345-57,+55 81 7896-2462
Lucas Fernandes,"Feira Thales das Neves, 671, Vila Suzana Segunda Seção, 34714429 Costa das Pedras / PR",castroheitor@nunes.org,1925-07-17,562.431.987-82,31 2335-7454
Dra. Maria Vitória Teixeira,"Praça Melissa Almeida, Juliana, 83999-041 Oliveira / PE",rebecagomes@caldeira.br,1967-08-30,126.948.705-11,61 9708-1525
Dr. Lucas Silveira,"Alameda de Cardoso, Santo Agostinho, 74359-910 da Rocha / AM",caldeiraisabel@sales.com,2000-05-06,245.798.301-05,71 8365-0618
Davi Luiz Rocha,"Vereda Cardoso, 449, Camargos, 13180884 Moreira / PR",carolina56@moraes.net,1917-09-14,012.953.467-61,+55 84 4675 1232
Rafael Pereira,"Campo da Mata, 5, Santa Lúcia, 44163954 Farias da Praia / AM",xsilva@souza.com,2005-11-28,826.713.945-19,0900-030-5486
Sophia Barbosa,"Lago Rocha, 3, Maria Helena, 47551-223 Gonçalves / RN",igorbarros@bol.com.br,2010-08-12,264.158.390-98,+55 41 4283 4702
Marcos Vinicius Teixeira,"Sítio de da Rocha, 71, Vila São Gabriel, 68173417 Fernandes / PI",martinsnoah@ig.com.br,1985-11-01,064.531.728-44,+55 61 1122-4225
Dr. Ian Caldeira,"Recanto Rodrigo Dias, 85, Dom Bosco, 44700-521 Rodrigues / SE",dduarte@araujo.br,1936-05-09,830.957.426-65,(021) 7863-3582
Ana Beatriz Santos,"Travessa Araújo, 14, Morro Dos Macacos, 75278776 Lopes da Serra / RJ",ana-luiza91@uol.com.br,1929-07-09,472.031.695-61,+55 (041) 5645 7272
Sophia Novaes,"Fazenda de Santos, 59, Vila Jardim Alvorada, 04623-945 Jesus da Mata / RJ",pintotheo@da.com,1993-03-19,856.140.932-06,+55 (061) 9055 7095
Dra. Bruna Melo,"Estação de Monteiro, 3, Vila Primeiro De Maio, 54063-738 Fogaça de Lima / DF",daniel63@yahoo.com.br,1972-07-23,758.692.410-49,(051) 8281 5868
Sr. Marcelo Ramos,"Avenida de Rezende, 420, São Salvador, 64770-688 Pereira / TO",apinto@pires.org,1974-10-15,357.802.961-03,+55 (011) 9134 4907
Ana Clara Nogueira,"Área Erick Ramos, 77, Nova Esperança, 10781-185 da Rocha / PA",nascimentojoao@ig.com.br,2012-09-22,894.273.610-69,51 1766 3994
Davi Luiz Fernandes,"Distrito de Caldeira, Milionario, 44525-447 Correia / RJ",novaeslevi@da.br,1933-10-10,692.714.308-40,+55 61 7605-0120
Julia Freitas,"Trecho Lavínia Moreira, 33, Conjunto Capitão Eduardo, 44531951 Cavalcanti / ES",franciscomonteiro@ig.com.br,2012-03-09,083.157.429-14,0500-779-9369
Nicolas Castro,"Favela de da Paz, 7, Pantanal, 35077710 Aragão / AL",zazevedo@correia.org,1940-10-22,529.183.076-02,0300 195 3850
Maria Julia Cardoso,"Lagoa Dias, 91, Jardim Montanhês, 72731-408 Gonçalves / RN",gabriel86@yahoo.com.br,1981-03-26,358.420.691-05,+55 81 4605-0645
Srta. Maria Fernanda Caldeira,"Viaduto Araújo, 14, Vila Cemig, 65316971 Souza do Amparo / MS",lara16@ig.com.br,1913-04-29,410.823.576-26,0300 376 3805
Juan da Mota,"Residencial Dias, 11, Ápia, 57031-500 Castro / PA",caldeiraemanuella@pereira.net,1944-11-18,497.836.120-69,(021) 1651-4805
Leonardo Novaes,"Estrada Caldeira, Jardim São José, 57491465 Moraes de Almeida / MG",pedro-henrique55@porto.com,1984-05-25,862.549.103-06,+55 (061) 6091 6698
Camila da Rocha,"Trevo Bruna da Rosa, 4, Campo Alegre, 48736603 Teixeira de Viana / PI",alicia90@moura.net,1960-01-23,893.641.057-10,+55 71 9975 0196
Matheus Silveira,"Esplanada Cardoso, 724, Camargos, 47328-568 Ferreira Paulista / RN",vieiralucca@uol.com.br,1912-10-15,598.071.432-41,(081) 1457 3618
Emanuelly Ribeiro,"Favela André da Costa, 314, Vila Nova, 46903-157 Cunha / BA",bruna01@gmail.com,1947-11-17,975.138.264-55,11 5262-5957
Dr. Daniel Martins,"Favela de Rocha, 227, Aparecida, 24729938 Mendes / AP",qvieira@ig.com.br,1974-05-31,150.786.924-01,41 4691 0016
Heloísa Moraes,"Morro Alícia Gonçalves, 72, Esperança, 29964560 Moura Alegre / AL",laispinto@gmail.com,1997-06-27,264.153.987-09,84 7936 0596
Maria Alice Nogueira,"Praça de Campos, 32, Aparecida 7ª Seção, 95384605 Peixoto / AM",emanuella45@correia.net,1914-11-21,901.253.647-25,0300 650 5399
Francisco Mendes,"Alameda Cavalcanti, 79, Jardim Felicidade, 91564-371 Farias / TO",diego80@fernandes.br,1962-12-26,861.473.295-37,+55 (051) 7552-3176
Dr. Francisco Pinto,"Estação Maria Luiza Porto, Vila Aeroporto Jaraguá, 55253-422 Jesus das Flores / MS",heloisa26@nascimento.br,1999-04-07,653.924.801-60,+55 (011) 0334-2831
Lorena Pereira,"Feira Silva, 414, Cabana Do Pai Tomás, 04134771 da Luz / RS",marianacampos@yahoo.com.br,1932-03-20,362.015.974-25,+55 81 6013-5570
Samuel Barbosa,"Conjunto Ferreira, 251, Vila Das Oliveiras, 38855746 Carvalho de Rocha / PI",pietro72@da.br,2009-05-30,504.971.836-84,+55 31 5776 4144
Maria Eduarda Melo,"Favela de Barros, 95, Funcionários, 43149-905 Rocha / SE",lucas-gabrielpires@novaes.br,1940-11-20,762.938.054-29,(021) 4121 3186
Vitória Viana,"Trecho Maria Azevedo, 76, Vitoria Da Conquista, 48273907 da Mata de Moreira / RN",vviana@hotmail.com,1911-08-29,197.546.802-30,+55 (051) 9662-5944
Dra. Letícia Carvalho,"Campo de Pinto, Gameleira, 54363-262 Peixoto do Galho / PI",carolinesales@yahoo.com.br,1939-04-28,839.567.210-12,81 9612 6433
Lavínia da Luz,"Pátio André Lima, Carlos Prates, 34417264 Souza / PA",andre38@bol.com.br,1943-05-24,705.834.621-62,+55 51 7285 5245
Luiz Felipe Gonçalves,"Conjunto Natália Almeida, 52, Vila São Francisco, 28844062 das Neves Paulista / PI",iferreira@ig.com.br,1911-10-02,984.306.517-48,71 9625 1528
Mariana Carvalho,"Lagoa Vitor da Mota, 15, Mala E Cuia, 08286930 Silveira de Goiás / GO",da-rochadanilo@yahoo.com.br,1984-11-30,608.129.453-60,(051) 6673 1334
Laís Ferreira,"Lagoa de Rezende, 16, Independência, 84766098 Ferreira da Serra / CE",silveiragabriel@bol.com.br,1949-01-30,158.724.609-02,+55 (061) 4322-4523
